speed_kmh,wing_angle_deg,drs_active,downforce_n,drag_n,stability_index,stability_label,force_ratio,speed_wing,porpoising_flag,speed_kmh_qbin,wing_angle_deg_qbin,downforce_n_qbin,drag_n_qbin
304.96,12.35,0,2350.6,239.87,100.0,stable,9.799476,3766.256,0,3,1,2,3
164.49,6.62,0,368.29,65.63,100.0,stable,5.611611,1088.9238,0,1,0,0,1
110.63,23.54,0,577.48,38.15,100.0,stable,15.13709,2604.2302,0,0,3,0,0
361.14,17.69,0,4683.36,365.13,90.83,mild,12.826554,6388.567,1,4,2,4,4
190.22,5.67,0,422.11,87.17,100.0,stable,4.8423767,1078.5474,0,1,0,0,1
182.67,34.48,0,2231.99,129.4,100.0,stable,17.248764,6298.4614,0,1,4,2,2
340.08,34.86,0,7810.39,451.86,0.0,severe,17.284979,11855.188,1,4,4,4,4
255.05,32.52,1,4131.86,181.93,100.0,stable,22.711264,8294.227,0,2,4,4,3
156.94,14.27,1,717.52,48.96,100.0,stable,14.65523,2239.534,0,1,1,0,0
335.61,25.57,1,5743.91,273.99,37.8,moderate,20.963942,8581.547,1,4,3,4,4
363.24,29.04,0,7567.81,458.74,0.0,severe,16.496948,10548.489,1,4,4,4,4
122.97,9.71,0,301.26,37.76,100.0,stable,7.9782844,1194.0387,0,0,0,0,0
328.5,19.53,0,4261.89,311.98,100.0,stable,13.66078,6415.6055,0,4,2,4,4
203.49,27.13,0,2231.04,138.54,100.0,stable,16.103943,5520.6836,0,1,3,2,2
238.88,13.95,0,1624.82,150.51,100.0,stable,10.795429,3332.376,0,2,1,2,2
342.43,7.94,1,1912.96,215.73,100.0,stable,8.86738,2718.894,0,4,0,2,3
357.95,21.51,0,5550.23,384.16,47.49,moderate,14.447704,7699.505,1,4,2,4,4
169.47,17.33,1,1010.57,59.93,100.0,stable,16.862507,2936.915,0,1,2,1,0
156.41,18.54,0,919.25,69.5,100.0,stable,13.226619,2899.8416,0,1,2,1,1
121.34,29.83,0,865.3,52.01,100.0,stable,16.637186,3619.572,0,0,4,1,0
248.88,17.18,0,2161.3,171.9,100.0,stable,12.573009,4275.759,0,2,2,2,2
103.61,22.51,0,485.55,32.8,100.0,stable,14.803353,2332.2612,0,0,2,0,0
209.15,31.36,1,2689.73,119.52,100.0,stable,22.504435,6558.944,0,2,4,3,2
119.45,24.34,1,694.9,33.88,100.0,stable,20.510626,2907.4128,0,0,3,0,0
207.38,26.96,0,2303.75,143.41,100.0,stable,16.064081,5590.965,0,2,3,2,2
110.58,24.31,0,594.79,38.69,100.0,stable,15.373223,2688.1997,0,0,3,0,0
321.33,16.52,1,3469.89,212.6,100.0,stable,16.321213,5308.3716,0,4,1,3,3
155.58,8.33,1,414.47,44.7,100.0,stable,9.27226,1295.9814,0,1,0,0,0
187.0,16.56,0,1177.51,96.06,100.0,stable,12.258068,3096.72,0,1,1,1,1
330.56,23.2,0,5085.6,338.34,70.72,mild,15.031034,7668.992,1,4,3,4,4
297.76,5.86,0,1070.01,213.88,100.0,stable,5.002852,1744.8737,0,3,0,1,3
158.05,29.23,1,1441.09,65.38,100.0,stable,22.041756,4619.802,0,1,4,2,1
119.05,31.64,0,878.54,51.93,100.0,stable,16.917774,3766.742,0,0,4,1,0
289.65,5.94,0,1026.2,202.51,100.0,stable,5.067404,1720.521,0,3,0,1,3
203.54,21.68,0,1808.08,124.61,100.0,stable,14.509911,4412.747,0,1,2,2,2
303.01,33.3,0,5955.96,347.76,27.2,severe,17.126638,10090.233,1,3,4,4,4
218.0,19.14,1,1840.9,102.33,100.0,stable,17.989838,4172.52,0,2,2,2,1
191.69,31.23,0,2251.16,133.52,100.0,stable,16.860094,5986.4785,0,1,4,2,2
219.57,10.87,0,1074.62,122.03,100.0,stable,8.806195,2386.726,0,2,0,1,2
298.37,7.54,0,1379.66,217.6,100.0,stable,6.340349,2249.7097,0,3,0,1,3
339.09,30.48,0,6890.96,411.52,0.0,severe,16.74514,10335.463,1,4,4,4,4
113.19,19.18,0,497.33,36.81,100.0,stable,13.51073,2170.9844,0,0,2,0,0
238.89,15.09,0,1755.4,153.13,100.0,stable,11.463462,3604.85,0,2,1,2,2
108.7,21.5,0,511.68,35.42,100.0,stable,14.446076,2337.05,0,0,2,0,0
224.13,26.96,0,2691.11,167.51,100.0,stable,16.06537,6042.545,0,2,3,3,2
334.6,19.55,0,4425.96,323.79,100.0,stable,13.6692295,6541.4297,0,4,2,4,4
195.82,15.45,1,1207.0,77.61,100.0,stable,15.552119,3025.4192,0,1,1,1,1
347.1,32.02,0,7547.11,444.75,0.0,severe,16.96933,11114.143,1,4,4,4,4
267.11,23.66,0,3383.66,222.93,100.0,stable,15.178128,6319.8223,0,3,3,3,3
347.55,23.51,1,5692.51,282.19,40.37,moderate,20.172613,8170.9004,1,4,3,4,4
300.65,22.82,1,4142.41,208.4,100.0,stable,19.877209,6860.833,0,3,2,4,3
127.41,15.59,0,515.61,43.9,100.0,stable,11.745102,1986.322,0,0,1,0,0
161.26,33.64,1,1702.14,74.38,100.0,stable,22.884378,5424.786,0,1,4,2,1
204.46,33.49,0,2725.04,158.92,100.0,stable,17.147243,6847.366,0,1,4,3,2
145.08,26.24,1,1099.52,51.89,100.0,stable,21.18944,3806.8992,0,0,3,1,0
231.15,16.91,1,1835.85,110.71,100.0,stable,16.582512,3908.7463,0,2,1,2,1
224.91,13.51,0,1396.32,132.58,100.0,stable,10.531905,3038.5342,0,2,1,1,2
353.41,33.98,0,8247.5,479.52,0.0,severe,17.199492,12008.872,1,4,4,4,4
214.94,16.43,0,1544.06,126.64,100.0,stable,12.192514,3531.4644,0,2,1,2,2
308.19,15.19,0,2940.73,255.27,100.0,stable,11.520077,4681.4062,0,3,1,3,3
349.61,33.37,0,7943.1,463.58,0.0,severe,17.13426,11666.484,1,4,4,4,4
332.4,13.1,0,2958.52,287.91,100.0,stable,10.27585,4354.44,0,4,1,3,4
155.3,13.63,0,671.57,63.32,100.0,stable,10.605969,2116.739,0,1,1,0,1
231.45,17.09,1,1859.82,111.33,100.0,stable,16.70547,3955.4805,0,2,2,2,1
192.15,33.4,1,2401.26,105.09,100.0,stable,22.849558,6417.81,0,1,4,3,1
205.96,9.85,0,857.66,106.11,100.0,stable,8.082744,2028.7062,0,1,0,1,1
195.61,23.5,0,1802.56,119.17,100.0,stable,15.125956,4596.835,0,1,3,2,2
318.99,23.92,0,4874.58,319.5,81.27,mild,15.256902,7630.2407,1,4,3,4,4
219.82,26.88,1,2581.36,120.65,100.0,stable,21.395441,5908.7617,0,2,3,3,2
238.78,13.21,1,1539.87,111.61,100.0,stable,13.796882,3154.2837,0,2,1,2,1
360.35,13.98,1,3707.03,257.0,100.0,stable,14.424241,5037.693,0,4,1,3,3
115.89,12.35,0,339.31,34.64,100.0,stable,9.795323,1431.2416,0,0,1,0,0
229.31,19.59,0,2083.37,152.2,100.0,stable,13.688372,4492.183,0,2,2,2,2
305.13,18.15,1,3427.36,197.04,100.0,stable,17.394236,5538.1094,0,3,2,3,3
140.06,23.96,0,941.24,61.64,100.0,stable,15.269955,3355.8374,0,0,3,1,0
262.06,26.37,0,3604.3,226.32,100.0,stable,15.92568,6910.5225,0,3,3,3,3
163.46,29.34,0,1546.76,93.45,100.0,stable,16.551739,4795.9165,0,1,4,2,1
329.86,18.55,0,4089.73,309.16,100.0,stable,13.228522,6118.9023,0,4,2,4,4
186.68,23.64,0,1651.07,108.83,100.0,stable,15.171092,4413.1147,0,1,3,2,1
187.2,11.66,1,837.07,67.19,100.0,stable,12.458252,2182.752,0,1,1,1,1
258.52,25.83,1,3440.12,163.41,100.0,stable,21.052078,6677.5713,0,2,3,3,2
148.64,34.54,0,1479.99,85.77,100.0,stable,17.255335,5134.026,0,0,4,2,1
175.5,29.96,0,1817.49,109.09,100.0,stable,16.660465,5257.98,0,1,4,2,1
210.41,16.18,1,1457.35,90.64,100.0,stable,16.078442,3404.4338,0,2,1,2,1
193.71,19.57,1,1484.99,81.43,100.0,stable,18.236399,3790.9048,0,1,2,2,1
239.09,8.76,0,1028.57,141.35,100.0,stable,7.276759,2094.4285,0,2,0,1,2
258.9,19.74,1,2675.14,145.91,100.0,stable,18.334177,5110.686,0,2,2,3,2
250.17,19.39,1,2454.92,135.37,100.0,stable,18.13489,4850.796,0,2,2,3,2
273.35,17.99,0,2726.44,210.25,100.0,stable,12.967609,4917.5664,0,3,2,3,3
181.55,17.25,0,1154.68,91.58,100.0,stable,12.60843,3131.7375,0,1,2,1,1
133.5,5.35,0,196.26,42.85,100.0,stable,4.5801635,714.225,0,0,0,0,0
301.61,8.16,0,1525.61,223.63,100.0,stable,6.822027,2461.1375,0,3,0,2,3
325.46,11.59,0,2513.77,270.49,100.0,stable,9.293394,3772.0813,0,4,1,3,4
168.11,16.64,0,956.08,77.73,100.0,stable,12.300013,2797.3503,0,1,1,1,1
207.88,24.26,0,2098.01,136.6,100.0,stable,15.358784,5043.169,0,2,3,2,2
232.12,8.18,0,906.29,132.48,100.0,stable,6.840957,1898.7416,0,2,0,1,2
241.33,28.59,0,3292.87,200.65,100.0,stable,16.411015,6899.625,0,2,3,3,3
274.76,18.64,0,2851.24,214.85,100.0,stable,13.27084,5121.5264,0,3,2,3,3
111.02,8.3,0,210.18,30.34,100.0,stable,6.9274883,921.466,0,0,0,0,0
291.19,26.86,0,4526.23,282.16,98.69,stable,16.041359,7821.364,0,3,3,4,4
116.42,5.05,0,140.83,32.52,100.0,stable,4.330566,587.921,0,0,0,0,0
224.1,30.41,0,3003.09,179.47,100.0,stable,16.733103,6814.8813,0,2,4,3,2
319.33,31.63,1,6318.99,280.15,9.05,severe,22.555738,10100.407,1,4,4,4,4
219.57,24.53,0,2364.84,153.2,100.0,stable,15.436294,5386.0522,0,2,3,3,2
139.51,30.34,0,1161.57,69.46,100.0,stable,16.722862,4232.7334,0,0,4,1,1
361.03,16.04,0,4254.49,355.02,100.0,stable,11.983805,5790.9214,0,4,1,4,4
335.66,32.22,0,7098.36,417.64,0.0,severe,16.996359,10814.966,1,4,4,4,4
304.4,9.08,0,1728.09,229.87,100.0,stable,7.517684,2763.952,0,3,0,2,3
209.05,17.82,0,1580.53,122.62,100.0,stable,12.889659,3725.271,0,2,2,2,2
148.72,16.31,0,734.06,60.51,100.0,stable,12.131218,2425.623,0,0,1,0,0
349.47,30.69,1,7364.64,329.21,0.0,severe,22.370646,10725.234,1,4,4,4,4
241.07,6.33,0,757.62,140.67,100.0,stable,5.3857965,1525.9731,0,2,0,0,2
325.87,19.25,0,4137.41,305.51,100.0,stable,13.542634,6272.9976,0,4,2,4,4
190.66,21.82,1,1596.02,82.21,100.0,stable,19.41394,4160.201,0,1,2,2,1
188.85,23.69,0,1693.24,111.49,100.0,stable,15.187371,4473.857,0,1,3,2,1
361.17,14.05,0,3742.74,344.6,100.0,stable,10.8611145,5074.439,0,4,1,3,4
238.29,33.64,0,3716.15,216.51,100.0,stable,17.163872,8016.075,0,2,4,3,3
137.28,32.54,0,1197.88,70.31,100.0,stable,17.037123,4467.0913,0,0,4,1,1
158.21,19.05,0,965.46,71.76,100.0,stable,13.454013,3013.9004,0,1,2,1,1
227.72,31.14,0,3167.87,188.05,100.0,stable,16.845892,7091.2007,0,2,4,3,3
111.25,16.69,1,420.04,25.56,100.0,stable,16.43349,1856.7626,0,0,1,0,0
222.57,7.92,0,806.41,121.5,100.0,stable,6.6371193,1762.7545,0,2,0,1,2
211.02,10.12,0,924.1,111.72,100.0,stable,8.271571,2135.5225,0,2,0,1,1
306.52,28.25,1,5254.63,241.13,62.27,mild,21.791689,8659.189,1,3,3,4,3
194.06,12.93,1,995.54,73.42,100.0,stable,13.559521,2509.1958,0,1,1,1,1
360.38,30.79,0,7854.92,467.73,0.0,severe,16.793705,11096.101,1,4,4,4,4
147.9,32.0,1,1369.51,60.54,100.0,stable,22.621572,4732.8,0,0,4,1,0
256.61,11.5,1,1551.67,125.99,100.0,stable,12.31582,2951.015,0,2,1,2,2
123.77,5.24,0,165.33,36.8,100.0,stable,4.4926634,648.55475,0,0,0,0,0
294.47,17.13,0,3018.21,240.48,100.0,stable,12.550774,5044.271,0,3,2,3,3
363.61,5.24,0,1426.22,317.63,100.0,stable,4.490193,1905.3163,0,4,0,1,4
317.07,12.49,0,2568.16,259.78,100.0,stable,9.885903,3960.2043,0,4,1,3,3
247.26,20.03,0,2474.46,178.38,100.0,stable,13.871846,4952.6177,0,2,2,3,2
228.46,18.64,1,1971.07,111.4,100.0,stable,17.693626,4258.4946,0,2,2,2,1
321.28,24.08,1,4975.26,243.83,76.24,mild,20.404625,7736.4224,1,4,3,4,3
348.03,5.86,1,1460.85,219.14,100.0,stable,6.6662865,2039.4558,0,4,0,2,3
362.14,19.2,1,5094.66,282.68,70.27,mild,18.022713,6953.0884,1,4,2,4,4
205.08,17.5,1,1494.5,88.02,100.0,stable,16.979095,3588.9001,0,1,2,2,1
362.59,12.25,0,3296.99,338.67,100.0,stable,9.73511,4441.7275,0,4,1,3,4
141.32,25.62,0,1020.37,64.84,100.0,stable,15.736737,3620.6187,0,0,3,1,1
167.19,14.78,1,842.76,55.99,100.0,stable,15.051973,2471.068,0,1,1,1,0
123.59,19.87,0,613.37,44.43,100.0,stable,13.805311,2455.7334,0,0,2,0,0
172.01,10.79,0,654.71,74.82,100.0,stable,8.750468,1855.9878,0,1,0,0,1
303.5,10.38,0,1960.32,231.79,100.0,stable,8.457311,3150.33,0,3,0,2,3
326.02,22.09,0,4723.51,322.24,88.82,mild,14.65836,7201.7817,1,4,2,4,4
306.41,7.7,0,1485.75,229.81,100.0,stable,6.4651237,2359.357,0,3,0,2,3
267.23,32.78,1,4568.25,200.76,96.59,stable,22.754782,8759.8,0,3,4,4,3
236.2,34.21,1,3706.56,161.4,100.0,stable,22.965057,8080.402,0,2,4,3,2
287.81,9.08,0,1544.72,205.49,100.0,stable,7.517251,2613.3147,0,3,0,2,3
203.57,10.23,0,869.33,104.1,100.0,stable,8.350913,2082.521,0,1,0,1,1
322.95,20.45,0,4306.22,306.65,100.0,stable,14.042786,6604.328,0,4,2,4,4
279.46,13.18,1,2103.61,152.79,100.0,stable,13.767983,3683.2827,0,3,1,2,2
284.92,12.82,0,2128.39,210.72,100.0,stable,10.100559,3652.6746,0,3,1,2,3
242.02,25.41,0,2970.1,189.4,100.0,stable,15.681627,6149.7285,0,2,3,3,3
334.59,28.23,0,6257.07,382.94,12.15,severe,16.339556,9445.476,1,4,3,4,4
166.78,19.71,0,1108.53,80.69,100.0,stable,13.738133,3287.2336,0,1,2,1,1
201.0,12.72,0,1051.23,104.73,100.0,stable,10.037524,2556.72,0,1,1,1,1
306.08,32.01,0,5866.57,345.75,31.67,moderate,16.967665,9797.62,1,3,4,4,4
230.58,26.07,0,2760.76,174.17,100.0,stable,15.85095,6011.2207,0,2,3,3,2
335.64,25.0,0,5625.43,361.31,43.73,moderate,15.569539,8391.0,1,4,3,4,4
191.8,23.91,0,1761.24,115.47,100.0,stable,15.252792,4585.938,0,1,3,2,2
197.87,31.67,0,2428.73,143.53,100.0,stable,16.92141,6266.543,0,1,4,3,2
335.51,10.39,0,2399.39,283.32,100.0,stable,8.468833,3485.9492,0,4,0,3,4
223.06,23.08,0,2304.34,153.7,100.0,stable,14.992454,5148.2246,0,2,3,2,2
236.77,20.2,1,2287.41,123.05,100.0,stable,18.589272,4782.7544,0,2,2,2,2
188.18,19.94,0,1426.96,103.15,100.0,stable,13.833834,3752.309,0,1,2,1,1
173.32,8.71,0,537.45,74.24,100.0,stable,7.2393594,1509.6173,0,1,0,0,1
273.83,10.29,0,1582.22,188.49,100.0,stable,8.394185,2817.7104,0,3,0,2,3
131.76,21.31,1,745.38,38.89,100.0,stable,19.166367,2807.8054,0,0,2,0,0
333.01,12.9,1,2925.62,216.13,100.0,stable,13.53639,4295.829,0,4,1,3,3
306.49,33.38,0,6106.89,356.38,19.66,severe,17.135895,10230.636,1,3,4,4,4
150.55,10.89,0,506.13,57.38,100.0,stable,8.820669,1639.4896,0,0,0,0,0
283.92,21.57,0,3501.35,241.97,100.0,stable,14.470182,6124.155,0,3,2,3,3
259.7,17.62,1,2411.5,141.42,100.0,stable,17.052044,4575.9146,0,3,2,3,2
148.9,21.84,0,974.4,66.89,100.0,stable,14.567201,3251.9758,0,0,2,1,1
172.4,19.44,1,1168.93,64.35,100.0,stable,18.165192,3351.456,0,1,2,1,1
208.38,12.67,0,1125.05,112.48,100.0,stable,10.002223,2640.1746,0,2,1,1,1
285.3,33.47,1,5303.28,231.99,59.84,moderate,22.85995,9548.991,1,3,4,4,3
269.26,8.74,1,1300.92,134.42,100.0,stable,9.678024,2353.3325,0,3,0,1,2
241.04,8.11,0,968.65,142.76,100.0,stable,6.7851644,1954.8342,0,2,0,1,2
303.63,33.5,0,6011.38,350.55,24.43,severe,17.148424,10171.605,1,3,4,4,4
300.85,17.78,1,3266.45,190.35,100.0,stable,17.16023,5349.1133,0,3,2,3,3
263.73,18.29,0,2579.62,196.75,100.0,stable,13.111156,4823.622,0,3,2,3,3
308.55,12.0,0,2338.73,244.42,100.0,stable,9.568489,3702.5999,0,3,1,2,3
188.58,20.65,1,1481.82,78.7,100.0,stable,18.828716,3894.177,0,1,2,2,1
333.53,11.83,0,2694.08,284.96,100.0,stable,9.45424,3945.66,0,4,1,3,4
262.95,33.49,1,4507.54,197.15,99.62,stable,22.863506,8806.196,0,3,4,4,3
317.93,8.0,0,1661.35,248.09,100.0,stable,6.696562,2543.44,0,4,0,2,3
244.76,15.71,0,1916.37,162.32,100.0,stable,11.806123,3845.1794,0,2,1,2,2
157.89,20.31,0,1022.45,73.1,100.0,stable,13.987004,3206.7458,0,1,2,1,1
243.74,31.02,1,3616.99,161.2,100.0,stable,22.437904,7560.815,0,2,4,3,2
198.34,6.06,0,490.37,95.03,100.0,stable,5.16016,1201.9403,0,1,0,0,1
284.84,21.74,0,3550.67,244.33,100.0,stable,14.532271,6192.4214,0,3,2,3,3
226.09,8.92,0,935.93,126.59,100.0,stable,7.3933964,2016.7228,0,2,0,1,2
321.57,7.83,0,1663.97,253.42,100.0,stable,6.5660563,2517.893,0,4,0,2,3
279.69,33.26,0,5069.16,296.06,71.54,mild,17.12207,9302.489,1,3,4,4,4
281.4,5.87,0,957.03,191.04,100.0,stable,5.0095797,1651.8179,0,3,0,1,3
157.55,12.93,1,656.17,48.39,100.0,stable,13.560033,2037.1216,0,1,1,0,0
360.83,33.17,0,8415.78,491.82,0.0,severe,17.111504,11968.73,1,4,4,4,4
323.04,16.25,1,3449.68,213.9,100.0,stable,16.127537,5249.4,0,4,1,3,3
309.09,16.04,0,3118.29,260.21,100.0,stable,11.983745,4957.8037,0,3,1,3,3
187.51,14.28,0,1024.63,93.19,100.0,stable,10.995064,2677.6426,0,1,1,1,1
241.94,12.53,1,1501.04,113.52,100.0,stable,13.2226925,3031.508,0,2,1,2,1
136.33,10.67,0,406.61,46.93,100.0,stable,8.664181,1454.6411,0,0,0,0,0
242.7,12.2,0,1470.33,151.61,100.0,stable,9.698107,2960.94,0,2,1,2,2
138.66,5.96,1,235.98,34.81,100.0,stable,6.779086,826.41364,0,0,0,0,0
246.56,15.62,1,1933.86,123.36,100.0,stable,15.676557,3851.267,0,2,1,2,2
271.91,6.48,0,985.44,179.16,100.0,stable,5.5003347,1761.9768,0,3,0,1,2
203.4,23.54,0,1951.98,128.94,100.0,stable,15.138669,4788.036,0,1,3,2,2
232.11,28.88,0,3074.17,186.7,100.0,stable,16.465828,6703.3364,0,2,3,3,3
332.05,9.68,0,2189.65,275.26,100.0,stable,7.954842,3214.244,0,4,0,2,4
128.77,29.1,0,952.87,57.72,100.0,stable,16.50849,3747.2073,0,0,4,1,0
309.81,6.59,1,1302.32,174.59,100.0,stable,7.4593043,2041.648,0,3,0,1,2
145.25,17.78,0,761.04,59.15,100.0,stable,12.866271,2582.5452,0,0,2,0,0
109.73,30.32,1,718.18,32.22,100.0,stable,22.28988,3327.0137,0,0,4,0,0
149.18,26.13,1,1157.92,54.74,100.0,stable,21.153088,3898.073,0,0,3,1,0
302.74,16.92,1,3151.02,189.94,100.0,stable,16.589554,5122.361,0,3,1,3,3
207.36,26.36,1,2255.5,106.25,100.0,stable,21.228235,5466.01,0,2,3,2,1
331.22,7.65,0,1725.66,268.43,100.0,stable,6.428715,2533.833,0,4,0,2,4
239.05,10.7,0,1253.64,144.34,100.0,stable,8.685327,2557.835,0,2,0,1,2
105.9,27.77,0,617.38,38.01,100.0,stable,16.242569,2940.843,0,0,3,0,0
289.93,19.45,0,3306.99,242.68,100.0,stable,13.626958,5639.1387,0,3,2,3,3
129.21,14.81,0,504.14,44.61,100.0,stable,11.301054,1913.6002,0,0,1,0,0
309.19,7.59,0,1491.5,233.77,100.0,stable,6.380203,2346.7522,0,3,0,2,3
144.55,16.68,1,708.47,43.13,100.0,stable,16.426384,2411.094,0,0,1,0,0
191.54,14.24,0,1066.44,97.19,100.0,stable,10.972733,2727.5295,0,1,1,1,1
301.74,9.0,0,1682.98,225.68,100.0,stable,7.4573736,2715.66,0,3,0,2,3
352.87,20.47,1,5145.24,274.66,67.74,mild,18.733126,7223.2485,1,4,2,4,4
198.43,9.49,0,767.35,98.11,100.0,stable,7.821323,1883.1006,0,1,0,0,1
319.79,31.68,0,6346.35,374.99,7.68,severe,16.924051,10130.947,1,4,4,4,4
150.56,34.85,0,1530.33,88.54,100.0,stable,17.284052,5247.0156,0,0,4,2,1
313.9,9.65,0,1950.97,245.92,100.0,stable,7.9333525,3029.1348,0,4,0,2,3
274.24,8.97,0,1385.97,186.36,100.0,stable,7.437057,2459.9329,0,3,0,1,3
151.08,19.49,0,899.64,65.94,100.0,stable,13.6433115,2944.5493,0,0,2,1,1
180.16,34.36,0,2164.57,125.57,100.0,stable,17.237955,6190.298,0,1,4,2,2
134.92,18.39,1,678.64,38.69,100.0,stable,17.540451,2481.1787,0,0,2,0,0
201.49,17.19,1,1417.37,84.51,100.0,stable,16.771624,3463.6133,0,1,2,1,1
153.97,33.66,1,1552.38,67.83,100.0,stable,22.886333,5182.6304,0,1,4,2,1
270.66,18.61,0,2762.24,208.37,100.0,stable,13.256419,5036.983,0,3,2,3,3
363.54,28.94,0,7557.18,458.6,0.0,severe,16.478806,10520.848,1,4,3,4,4
103.18,18.09,0,390.59,30.01,100.0,stable,13.015328,1866.5262,0,0,2,0,0
243.34,26.02,0,3069.52,193.8,100.0,stable,15.838596,6331.707,0,2,3,3,3
252.02,32.59,0,4042.37,237.19,100.0,stable,17.042751,8213.332,0,2,4,4,3
342.27,24.47,0,5733.35,371.82,38.33,moderate,15.419692,8375.347,1,4,3,4,4
234.09,34.11,0,3630.97,210.94,100.0,stable,17.213284,7984.81,0,2,4,3,3
244.08,27.01,0,3196.3,198.84,100.0,stable,16.074734,6592.601,0,2,3,3,3
224.99,6.89,0,717.99,123.06,100.0,stable,5.834471,1550.1812,0,2,0,0,2
171.26,6.18,1,373.21,53.19,100.0,stable,7.0165443,1058.3867,0,1,0,0,0
114.85,9.32,0,252.33,32.8,100.0,stable,7.692988,1070.402,0,0,0,0,0
208.29,9.3,0,828.63,107.88,100.0,stable,7.6810346,1937.0969,0,2,0,1,1
113.94,5.84,0,155.95,31.31,100.0,stable,4.980837,665.4096,0,0,0,0,0
245.88,16.23,0,1996.91,165.19,100.0,stable,12.088565,3990.6323,0,2,1,2,2
181.43,34.78,0,2218.6,128.41,100.0,stable,17.277472,6310.135,0,1,4,2,2
241.4,22.51,0,2636.4,178.09,100.0,stable,14.803751,5433.914,0,2,2,3,2
135.59,27.18,0,992.31,61.58,100.0,stable,16.11416,3685.3362,0,0,3,1,0
347.15,18.58,0,4536.98,342.6,98.15,stable,13.24279,6450.047,0,4,2,4,4
337.05,10.29,1,2397.31,214.18,100.0,stable,11.192969,3468.2444,0,4,0,3,3
150.35,15.54,0,715.36,61.08,100.0,stable,11.711853,2336.4392,0,0,1,0,0
191.01,11.69,0,873.81,93.3,100.0,stable,9.365595,2232.9067,0,1,1,1,1
262.58,21.56,0,2993.07,206.91,100.0,stable,14.465565,5661.2246,0,3,2,3,3
125.36,19.02,1,604.99,33.76,100.0,stable,17.92032,2384.3472,0,0,2,0,0
193.96,30.6,0,2262.39,134.96,100.0,stable,16.76341,5935.1763,0,1,4,2,2
166.54,11.35,0,644.81,70.62,100.0,stable,9.130699,1890.229,0,1,1,0,1
342.61,22.19,0,5238.1,356.51,63.09,mild,14.692716,7602.5156,1,4,2,4,4
325.92,5.62,0,1230.0,255.83,100.0,stable,4.8078804,1831.6704,0,4,0,1,3
253.66,28.96,0,3681.36,223.35,100.0,stable,16.482471,7345.9937,0,2,3,3,3
237.89,21.8,0,2482.88,170.61,100.0,stable,14.552957,5186.002,0,2,2,3,2
346.64,6.92,0,1710.47,292.19,100.0,stable,5.853965,2398.749,0,4,0,2,4
347.09,29.47,0,7003.26,422.51,0.0,severe,16.57537,10228.742,1,4,4,4,4
356.87,6.87,0,1799.19,309.56,100.0,stable,5.812088,2451.6968,0,4,0,2,4
133.23,17.92,1,645.39,37.41,100.0,stable,17.251804,2387.4814,0,0,2,0,0
142.55,30.97,1,1235.55,55.09,100.0,stable,22.427847,4414.7734,0,0,4,1,0
279.34,6.75,1,1084.24,142.11,100.0,stable,7.6295824,1885.5449,0,3,0,1,2
243.48,12.61,0,1529.16,153.44,100.0,stable,9.96585,3070.2827,0,2,1,2,2
104.89,14.24,0,319.86,29.15,100.0,stable,10.9728985,1493.6335,0,0,1,0,0
116.42,21.55,0,588.33,40.68,100.0,stable,14.46239,2508.8508,0,0,2,0,0
335.34,19.72,0,4483.53,326.25,100.0,stable,13.74262,6612.9043,0,4,2,4,4
330.25,30.35,0,6510.45,389.3,0.0,severe,16.723478,10023.088,1,4,4,4,4
194.68,31.9,0,2366.1,139.57,100.0,stable,16.952784,6210.2915,0,1,4,3,2
336.13,15.47,1,3559.66,228.71,100.0,stable,15.564075,5199.931,0,4,1,3,3
257.32,32.0,0,4145.81,244.35,100.0,stable,16.966686,8234.24,0,2,4,4,3
313.56,16.78,0,3353.86,271.07,100.0,stable,12.372671,5261.537,0,4,1,3,4
213.27,28.4,0,2555.64,156.09,100.0,stable,16.372862,6056.868,0,2,3,3,2
130.05,22.53,1,765.61,38.77,100.0,stable,19.747484,2930.0266,0,0,2,0,0
214.94,29.41,1,2680.71,121.37,100.0,stable,22.087088,6321.3853,0,2,4,3,2
221.18,23.25,1,2282.08,113.73,100.0,stable,20.06577,5142.435,0,2,3,2,1
246.0,28.9,1,3455.55,157.35,100.0,stable,21.960915,7109.4,0,2,3,3,2
127.98,22.42,0,738.08,49.96,100.0,stable,14.773419,2869.3118,0,0,2,0,0
362.72,8.52,1,2302.33,243.4,100.0,stable,9.459039,3090.3745,0,4,0,2,3
164.7,28.67,0,1537.36,93.6,100.0,stable,16.424786,4721.9487,0,1,3,2,1
152.62,25.79,1,1197.27,56.91,100.0,stable,21.037954,3936.0698,0,0,3,1,0
239.6,28.3,0,3216.09,196.66,100.0,stable,16.353554,6780.68,0,2,3,3,3
242.36,7.89,0,953.25,144.04,100.0,stable,6.617954,1912.2203,0,2,0,1,2
216.55,25.69,0,2402.1,152.47,100.0,stable,15.754575,5563.17,0,2,3,3,2
304.55,28.25,0,5187.54,317.4,65.62,mild,16.343857,8603.537,1,3,3,4,4
236.91,16.09,0,1838.24,153.01,100.0,stable,12.013856,3811.882,0,2,1,2,2
261.57,33.57,1,4470.46,195.42,100.0,stable,22.876163,8780.905,0,3,4,4,3
291.79,25.33,0,4303.23,274.83,100.0,stable,15.657789,7391.041,0,3,3,4,4
106.63,6.78,0,158.55,27.62,100.0,stable,5.7404056,722.9514,0,0,0,0,0
