speed_kmh,wing_angle_deg,drs_active,downforce_n,drag_n,stability_index,stability_label
264.67,16.33,1,2326.53,143.77,100.0,stable
161.64,16.39,0,870.95,71.57,100.0,stable
216.61,33.95,0,3096.01,180.04,100.0,stable
216.42,14.63,1,1397.33,93.59,100.0,stable
183.13,11.18,1,768.52,63.91,100.0,stable
132.23,7.76,0,279.09,42.82,100.0,stable
278.2,7.91,0,1258.14,189.81,100.0,stable
107.64,5.37,0,128.15,27.86,100.0,stable
324.27,9.3,0,2006.99,261.44,100.0,stable
344.32,9.92,1,2414.0,222.6,100.0,stable
167.64,24.01,1,1350.9,66.29,100.0,stable
221.09,22.02,0,2165.17,147.97,100.0,stable
102.38,5.9,0,127.39,25.29,100.0,stable
235.22,21.0,0,2343.2,164.34,100.0,stable
128.74,9.24,0,314.35,41.18,100.0,stable
123.61,19.18,0,593.24,43.9,100.0,stable
184.75,12.89,1,899.38,66.51,100.0,stable
136.44,5.19,0,198.95,44.71,100.0,stable
249.71,21.39,1,2687.27,139.92,100.0,stable
163.9,14.68,0,804.15,71.63,100.0,stable
345.24,21.08,1,5064.68,265.89,71.77,mild
358.7,33.18,0,8319.66,486.17,0.0,severe
231.25,13.08,1,1430.31,104.49,100.0,stable
276.92,14.32,1,2241.14,152.53,100.0,stable
157.7,6.4,0,327.67,60.23,100.0,stable
279.96,33.13,1,5061.19,221.89,71.94,mild
304.77,14.79,0,2801.37,248.09,100.0,stable
108.52,14.19,0,341.1,31.17,100.0,stable
213.8,15.68,0,1459.54,123.8,100.0,stable
263.73,18.29,0,2579.62,196.75,100.0,stable
200.53,26.59,0,2126.26,133.08,100.0,stable
161.12,28.24,0,1451.34,88.81,100.0,stable
362.77,30.31,0,7847.04,469.39,0.0,severe
107.63,5.83,1,139.02,20.95,100.0,stable
207.25,21.83,0,1887.07,129.57,100.0,stable
149.44,20.45,0,921.93,65.66,100.0,stable
304.87,28.68,0,5270.43,320.81,61.48,mild
326.38,9.91,0,2166.71,266.63,100.0,stable
357.29,15.55,1,4042.77,258.75,100.0,stable
119.79,14.91,0,436.2,38.4,100.0,stable
173.83,29.96,0,1782.62,107.0,100.0,stable
115.47,9.27,0,253.83,33.14,100.0,stable
254.4,14.64,1,1932.76,129.36,100.0,stable
147.99,29.75,0,1284.14,77.24,100.0,stable
323.57,13.06,1,2795.05,204.5,100.0,stable
111.02,34.37,1,822.07,35.77,100.0,stable
208.64,7.07,1,633.08,79.49,100.0,stable
108.08,18.17,0,430.45,32.97,100.0,stable
249.78,6.2,1,796.25,113.16,100.0,stable
349.06,18.23,0,4502.98,344.27,99.85,stable
109.25,30.39,0,713.41,42.64,100.0,stable
268.15,22.12,0,3198.92,218.09,100.0,stable
239.58,14.34,1,1680.02,114.21,100.0,stable
269.56,30.11,0,4307.04,258.14,100.0,stable
286.94,7.76,0,1314.14,201.66,100.0,stable
103.33,18.24,1,394.76,22.63,100.0,stable
305.56,14.31,0,2725.98,247.58,100.0,stable
173.24,21.76,0,1314.4,90.41,100.0,stable
286.35,15.06,0,2516.57,219.91,100.0,stable
222.61,26.22,1,2586.61,122.11,100.0,stable
191.54,14.18,1,1061.99,72.83,100.0,stable
195.51,7.03,0,552.82,93.04,100.0,stable
147.67,5.17,0,231.96,52.36,100.0,stable
342.93,24.52,1,5767.13,280.23,36.64,moderate
282.43,26.16,0,4154.63,261.75,100.0,stable
303.57,30.29,0,5491.61,328.55,50.42,moderate
164.12,15.83,1,867.87,54.84,100.0,stable
348.75,15.61,0,3866.69,329.03,100.0,stable
199.98,22.0,0,1770.4,121.04,100.0,stable
150.15,15.06,0,692.31,60.47,100.0,stable
227.72,34.1,0,3435.14,199.58,100.0,stable
346.52,6.58,1,1626.56,218.4,100.0,stable
277.12,20.19,0,3131.54,224.7,100.0,stable
246.82,6.18,0,774.9,147.3,100.0,stable
286.2,13.5,1,2258.45,160.98,100.0,stable
330.55,13.86,0,3092.44,287.82,100.0,stable
133.24,14.65,0,530.41,47.32,100.0,stable
272.84,22.3,1,3337.7,169.93,100.0,stable
354.99,25.22,0,6343.44,405.89,7.83,severe
240.47,34.61,0,3880.65,224.81,100.0,stable
110.16,29.29,0,701.45,42.4,100.0,stable
225.72,15.57,0,1615.37,137.73,100.0,stable
177.94,27.24,0,1712.32,106.17,100.0,stable
148.39,29.33,0,1274.42,77.0,100.0,stable
122.68,12.7,1,390.86,29.25,100.0,stable
321.43,22.3,0,4632.37,314.46,93.38,mild
176.29,30.88,0,1884.81,112.14,100.0,stable
269.78,19.53,0,2874.43,210.41,100.0,stable
100.8,22.44,0,458.26,31.01,100.0,stable
272.64,6.04,1,924.49,134.66,100.0,stable
347.47,20.46,1,4987.02,266.28,75.65,mild
281.06,32.47,0,5010.84,294.28,74.46,mild
107.79,17.03,0,402.1,32.17,100.0,stable
123.74,8.88,0,279.2,37.91,100.0,stable
156.19,18.26,0,902.9,68.96,100.0,stable
332.68,13.63,0,3081.2,290.57,100.0,stable
178.58,9.0,0,589.62,79.05,100.0,stable
236.95,27.04,0,3015.8,187.52,100.0,stable
127.55,29.34,1,941.84,42.68,100.0,stable
219.04,16.13,0,1574.76,130.87,100.0,stable
101.59,11.69,1,247.05,19.79,100.0,stable
270.63,34.94,0,4956.3,286.62,77.19,mild
363.84,14.11,0,3812.59,349.99,100.0,stable
284.64,8.92,1,1483.69,150.49,100.0,stable
111.5,22.13,0,553.37,37.72,100.0,stable
254.58,14.91,0,1970.83,173.44,100.0,stable
142.24,8.55,0,355.53,49.93,100.0,stable
323.25,12.91,0,2758.92,271.58,100.0,stable
315.28,5.93,0,1212.98,239.91,100.0,stable
134.84,28.54,0,1026.45,62.58,100.0,stable
304.66,20.46,0,3832.76,272.92,100.0,stable
255.19,5.11,1,685.5,117.25,100.0,stable
206.81,29.77,0,2509.05,150.9,100.0,stable
108.9,29.95,1,699.51,31.49,100.0,stable
146.23,10.54,0,462.34,53.91,100.0,stable
334.83,21.9,0,4940.28,338.63,77.99,mild
264.8,10.33,1,1485.8,132.26,100.0,stable
142.79,8.74,0,366.02,50.4,100.0,stable
239.37,16.5,0,1923.11,157.25,100.0,stable
351.08,14.21,0,3575.52,326.37,100.0,stable
271.17,23.3,0,3435.78,228.11,100.0,stable
217.17,14.32,0,1378.21,125.08,100.0,stable
316.89,20.59,0,4171.82,295.97,100.0,stable
314.51,28.49,0,5575.13,340.12,46.24,moderate
191.62,32.4,0,2324.89,136.6,100.0,stable
338.81,15.42,0,3606.17,309.61,100.0,stable
115.69,9.22,0,253.28,33.25,100.0,stable
231.73,10.95,0,1205.55,136.05,100.0,stable
251.99,22.28,0,2844.02,193.18,100.0,stable
147.82,10.54,0,472.11,55.09,100.0,stable
286.86,25.61,1,4202.64,200.34,100.0,stable
262.22,15.79,0,2210.03,186.53,100.0,stable
130.4,5.36,0,187.62,40.88,100.0,stable
223.79,15.31,0,1561.95,134.84,100.0,stable
249.77,13.12,1,1672.52,121.95,100.0,stable
246.35,24.75,0,3001.97,193.68,100.0,stable
242.62,28.58,0,3326.94,202.76,100.0,stable
217.32,7.14,1,693.62,86.29,100.0,stable
129.65,23.75,0,799.98,52.61,100.0,stable
227.42,14.07,0,1485.64,136.67,100.0,stable
176.25,11.91,0,757.47,79.66,100.0,stable
128.44,20.42,0,680.16,48.48,100.0,stable
103.82,18.17,1,397.03,22.81,100.0,stable
285.12,33.04,0,5237.24,306.32,63.14,mild
358.74,18.1,0,4724.38,362.82,88.78,mild
186.88,15.24,0,1084.52,93.93,100.0,stable
179.9,22.23,1,1446.84,73.78,100.0,stable
175.68,32.27,0,1946.64,114.5,100.0,stable
150.12,20.48,1,931.69,49.72,100.0,stable
307.34,24.11,0,4559.01,297.7,97.05,stable
177.11,17.58,0,1119.69,87.65,100.0,stable
271.01,33.21,0,4753.37,277.7,87.33,mild
345.87,7.54,0,1853.76,292.4,100.0,stable
301.59,8.77,1,1638.58,168.69,100.0,stable
154.99,23.23,0,1119.58,74.43,100.0,stable
131.24,10.13,0,358.01,43.22,100.0,stable
195.28,6.56,0,514.39,92.46,100.0,stable
261.38,25.41,0,3463.89,220.9,100.0,stable
352.79,18.01,0,4547.11,350.35,97.64,stable
208.73,34.78,0,2936.63,169.96,100.0,stable
202.28,15.64,0,1303.17,110.74,100.0,stable
184.17,12.86,1,892.29,66.07,100.0,stable
261.08,21.0,0,2885.99,202.44,100.0,stable
331.31,17.66,0,3935.07,307.14,100.0,stable
199.41,22.73,0,1815.15,122.02,100.0,stable
315.82,31.91,0,6229.39,367.41,13.53,severe
303.56,17.48,1,3269.78,192.78,100.0,stable
174.08,32.04,0,1899.55,111.92,100.0,stable
256.3,9.41,1,1268.76,122.64,100.0,stable
260.8,7.64,0,1068.66,166.42,100.0,stable
299.63,23.63,0,4251.4,280.31,100.0,stable
192.41,26.52,0,1952.94,122.36,100.0,stable
317.33,22.61,1,4573.3,231.2,96.33,stable
239.9,22.41,0,2592.45,175.54,100.0,stable
333.39,10.68,1,2433.68,210.52,100.0,stable
203.84,31.26,0,2547.66,151.07,100.0,stable
128.34,23.58,1,778.37,38.53,100.0,stable
142.69,8.43,1,352.67,37.63,100.0,stable
332.92,14.18,0,3207.69,293.33,100.0,stable
261.43,21.88,0,3009.6,206.37,100.0,stable
192.8,8.19,0,625.6,91.4,100.0,stable
228.92,32.79,0,3352.92,196.46,100.0,stable
359.98,34.3,0,8629.0,500.75,0.0,severe
250.22,18.82,0,2386.13,178.74,100.0,stable
331.3,28.5,1,6188.07,283.11,15.6,severe
311.81,32.16,0,6113.84,359.9,19.31,severe
238.49,20.5,1,2353.64,125.53,100.0,stable
265.74,16.25,0,2334.55,193.0,100.0,stable
221.94,18.46,0,1842.72,139.73,100.0,stable
324.99,13.86,0,2988.97,278.22,100.0,stable
282.9,19.45,1,3148.57,173.29,100.0,stable
153.46,7.93,1,384.03,43.33,100.0,stable
131.02,19.87,0,689.23,49.93,100.0,stable
347.51,16.66,1,4091.78,249.23,100.0,stable
336.96,20.82,0,4767.78,336.08,86.61,mild
316.36,31.08,0,6104.61,362.56,19.77,severe
216.79,22.73,0,2145.06,144.2,100.0,stable
144.9,22.84,0,962.87,64.56,100.0,stable
363.04,23.31,0,6160.91,408.94,16.95,severe
252.9,7.12,0,936.98,155.78,100.0,stable
108.19,28.17,0,652.92,39.99,100.0,stable
237.91,22.27,1,2534.27,129.12,100.0,stable
344.22,32.23,0,7466.13,439.26,0.0,severe
303.41,14.13,0,2655.74,243.47,100.0,stable
306.99,14.03,1,2699.64,186.66,100.0,stable
190.28,19.33,0,1415.72,104.29,100.0,stable
290.3,23.37,1,3950.49,196.38,100.0,stable
118.1,6.32,1,181.3,25.32,100.0,stable
335.36,7.03,1,1626.08,205.29,100.0,stable
270.42,28.27,1,4092.12,187.75,100.0,stable
155.51,17.49,0,858.58,67.47,100.0,stable
195.68,24.43,0,1870.89,121.43,100.0,stable
290.06,24.85,1,4177.95,201.79,100.0,stable
209.52,14.23,0,1274.82,116.27,100.0,stable
239.95,26.35,1,3019.81,142.26,100.0,stable
289.72,31.6,1,5196.79,230.46,65.16,mild
361.15,33.63,0,8535.29,497.3,0.0,severe
245.02,24.42,1,2932.04,142.76,100.0,stable
314.51,14.92,0,3009.8,264.74,100.0,stable
334.97,32.16,0,7057.32,415.42,0.0,severe
219.84,14.04,0,1384.84,127.64,100.0,stable
337.11,19.18,0,4412.23,326.53,100.0,stable
102.4,18.89,0,401.15,29.97,100.0,stable
200.4,20.72,1,1679.07,89.0,100.0,stable
290.81,10.76,0,1865.67,213.78,100.0,stable
135.97,6.71,0,255.18,44.88,100.0,stable
258.18,8.15,0,1116.91,163.85,100.0,stable
151.04,20.17,0,929.28,66.73,100.0,stable
184.24,11.94,0,829.67,87.08,100.0,stable
308.08,6.51,1,1271.57,172.54,100.0,stable
119.32,9.88,1,288.76,26.72,100.0,stable
122.86,8.47,0,262.61,37.21,100.0,stable
263.19,29.96,1,4086.68,183.98,100.0,stable
190.13,21.4,0,1558.4,108.17,100.0,stable
267.06,16.52,0,2396.57,195.79,100.0,stable
139.77,31.98,0,1222.44,72.06,100.0,stable
288.55,5.4,1,925.98,150.18,100.0,stable
304.97,10.96,0,2088.4,235.65,100.0,stable
328.96,26.85,0,5774.12,360.02,36.29,moderate
132.2,28.22,0,976.56,59.77,100.0,stable
313.57,29.72,1,5759.39,259.92,37.03,moderate
306.51,6.62,1,1279.85,170.93,100.0,stable
100.06,12.31,1,252.19,19.36,100.0,stable
304.7,28.31,0,5202.75,318.09,64.86,mild
213.03,7.39,1,690.0,83.09,100.0,stable
242.72,21.3,1,2528.66,131.97,100.0,stable
258.83,18.47,0,2508.1,190.1,100.0,stable
222.85,32.24,1,3130.38,138.12,100.0,stable
189.1,31.33,0,2197.05,130.2,100.0,stable
151.66,18.27,0,851.9,65.03,100.0,stable
265.14,23.29,0,3283.99,218.06,100.0,stable
188.58,32.85,1,2279.25,100.12,100.0,stable
297.87,20.72,0,3708.82,262.14,100.0,stable
148.05,32.24,0,1381.57,81.27,100.0,stable
334.25,20.77,1,4680.9,247.8,90.96,mild
184.64,20.85,0,1433.51,100.96,100.0,stable
240.84,24.56,0,2848.34,184.42,100.0,stable
159.69,16.83,0,872.37,70.36,100.0,stable
105.91,32.6,0,714.04,41.89,100.0,stable
139.81,29.95,1,1152.94,51.91,100.0,stable
184.41,21.61,0,1479.96,102.16,100.0,stable
268.36,23.46,0,3387.69,224.13,100.0,stable
145.02,31.93,0,1314.01,77.49,100.0,stable
282.24,10.31,0,1685.34,200.31,100.0,stable
225.06,7.76,0,808.44,124.06,100.0,stable
335.77,27.95,0,6243.87,383.48,12.81,severe
364.67,23.52,1,6270.17,310.75,11.49,severe
181.89,19.18,1,1284.52,71.3,100.0,stable
134.29,12.74,1,469.72,35.07,100.0,stable
269.62,14.24,0,2112.34,192.56,100.0,stable
136.88,22.4,1,843.6,42.85,100.0,stable
351.8,12.47,0,3156.48,319.71,100.0,stable
300.61,18.3,0,3352.34,255.64,100.0,stable
329.25,34.89,0,7326.77,423.81,0.0,severe
350.15,34.7,0,8246.85,477.52,0.0,severe
359.23,31.23,0,7904.81,468.87,0.0,severe
217.12,16.19,0,1553.12,128.72,100.0,stable
280.93,18.53,0,2964.12,224.18,100.0,stable
119.65,33.29,0,928.43,54.21,100.0,stable
177.67,18.0,0,1152.76,88.84,100.0,stable
153.08,12.34,0,591.93,60.44,100.0,stable
247.16,17.53,1,2173.74,127.91,100.0,stable
151.85,21.7,0,1007.27,69.38,100.0,stable
228.45,15.13,0,1609.04,140.12,100.0,stable
316.57,23.03,1,4631.6,231.96,93.42,mild
332.43,14.55,0,3279.11,294.07,100.0,stable
262.07,23.96,0,3295.11,215.82,100.0,stable
146.81,8.23,0,364.71,53.02,100.0,stable
161.35,23.99,1,1250.67,61.4,100.0,stable
176.22,24.74,0,1535.49,99.09,100.0,stable
191.25,25.79,1,1879.91,89.36,100.0,stable
227.87,17.82,0,1877.41,145.68,100.0,stable
218.99,5.89,0,581.23,115.7,100.0,stable
291.63,22.43,0,3834.7,259.5,100.0,stable
355.82,11.91,0,3086.08,324.64,100.0,stable
329.84,7.69,0,1721.02,266.3,100.0,stable
248.13,14.43,0,1812.41,163.55,100.0,stable
170.52,5.45,0,326.12,69.95,100.0,stable
268.21,8.7,0,1286.04,177.77,100.0,stable
356.01,8.49,1,2210.0,234.41,100.0,stable
283.36,24.48,1,3930.41,191.15,100.0,stable
279.34,24.11,0,3766.44,245.93,100.0,stable
157.99,32.96,0,1604.46,93.9,100.0,stable
305.69,16.16,0,3072.35,255.02,100.0,stable
205.8,14.53,0,1255.58,112.68,100.0,stable
244.55,16.31,1,1983.82,122.7,100.0,stable
340.2,16.19,0,3811.93,316.0,100.0,stable
106.14,9.83,0,227.33,28.18,100.0,stable
324.12,6.74,0,1455.92,255.08,100.0,stable
177.49,34.22,0,2093.35,121.53,100.0,stable
330.51,12.06,0,2697.3,280.67,100.0,stable
229.48,17.3,0,1850.62,146.46,100.0,stable
268.96,6.76,1,1006.68,131.77,100.0,stable
105.92,21.24,0,480.16,33.47,100.0,stable
343.44,27.63,1,6462.43,298.95,1.88,severe
245.39,22.1,0,2676.64,182.57,100.0,stable
242.75,33.78,0,3871.11,225.34,100.0,stable
216.96,26.83,0,2509.8,156.53,100.0,stable
314.98,20.26,1,4059.61,218.01,100.0,stable
243.16,32.33,0,3736.22,219.65,100.0,stable
174.34,7.76,1,485.0,55.84,100.0,stable
273.25,10.97,0,1678.26,189.21,100.0,stable
285.97,26.29,0,4279.96,269.08,100.0,stable
185.36,34.35,0,2290.45,132.88,100.0,stable
290.9,25.19,0,4254.88,272.39,100.0,stable
344.87,6.53,0,1598.04,288.31,100.0,stable
223.69,28.96,0,2862.76,173.69,100.0,stable
197.42,14.32,0,1139.11,103.37,100.0,stable
359.17,32.52,0,8194.65,481.07,0.0,severe
242.53,28.17,1,3281.09,150.72,100.0,stable
291.96,25.22,0,4291.69,274.58,100.0,stable
285.29,7.08,1,1185.61,148.64,100.0,stable
211.06,23.77,0,2121.81,139.48,100.0,stable
270.53,34.67,0,4919.2,284.88,79.04,mild
249.77,22.87,0,2865.09,191.97,100.0,stable
252.71,7.99,0,1048.25,156.73,100.0,stable
221.44,10.44,0,1049.35,123.48,100.0,stable
318.06,13.77,0,2845.0,266.14,100.0,stable
225.17,17.71,0,1822.17,141.98,100.0,stable
233.61,32.7,0,3483.17,204.22,100.0,stable
185.33,5.57,0,393.96,82.7,100.0,stable
150.01,31.41,0,1385.62,82.06,100.0,stable
347.37,17.64,0,4320.5,337.51,100.0,stable
179.28,25.2,0,1616.77,103.48,100.0,stable
127.57,14.32,0,475.53,43.16,100.0,stable
210.56,20.06,1,1796.61,97.06,100.0,stable
119.3,10.85,0,316.43,36.01,100.0,stable
341.84,6.26,1,1504.77,212.01,100.0,stable
255.02,13.52,0,1796.01,170.47,100.0,stable
116.11,22.32,0,605.03,41.05,100.0,stable
175.84,34.0,0,2043.12,118.77,100.0,stable
117.38,13.78,0,387.81,36.26,100.0,stable
128.33,15.35,0,515.19,44.37,100.0,stable
240.55,16.23,0,1910.76,158.09,100.0,stable
110.97,7.29,1,184.62,22.53,100.0,stable
153.67,24.33,0,1149.55,74.75,100.0,stable
355.68,13.66,0,3529.66,332.28,100.0,stable
178.03,29.8,0,1861.01,111.89,100.0,stable
291.24,23.23,1,3953.07,197.1,100.0,stable
307.48,6.11,0,1188.97,228.47,100.0,stable
114.79,18.8,0,501.69,37.61,100.0,stable
104.69,10.12,1,227.47,20.62,100.0,stable
158.83,10.07,1,521.05,47.44,100.0,stable
137.55,23.28,1,883.49,44.01,100.0,stable
236.2,33.82,1,3668.63,160.13,100.0,stable
147.84,27.08,0,1175.45,73.05,100.0,stable
117.38,8.46,1,239.54,25.47,100.0,stable
214.12,31.44,1,2825.32,125.46,100.0,stable
349.07,11.23,1,2803.67,232.34,100.0,stable
186.58,31.12,0,2125.49,126.2,100.0,stable
174.36,17.75,0,1095.29,85.2,100.0,stable
178.87,24.67,0,1578.03,101.96,100.0,stable
266.97,30.26,0,4243.77,253.97,100.0,stable
348.8,12.04,0,2999.66,312.53,100.0,stable
124.12,14.54,0,456.97,40.99,100.0,stable
326.04,21.0,1,4501.25,236.79,99.94,stable
357.77,9.93,0,2608.93,320.47,100.0,stable
167.95,6.12,0,355.48,68.17,100.0,stable
191.48,20.58,1,1522.9,81.04,100.0,stable
264.72,20.09,1,2843.54,153.49,100.0,stable
294.59,18.78,1,3300.36,185.67,100.0,stable
362.51,23.69,0,6237.81,410.77,13.11,severe
112.66,24.74,0,627.62,40.5,100.0,stable
297.15,27.92,1,4884.69,225.1,80.77,mild
221.39,16.44,0,1638.59,134.37,100.0,stable
130.17,11.11,0,385.66,43.01,100.0,stable
102.06,6.81,0,145.87,25.31,100.0,stable
277.65,26.35,0,4042.88,253.95,100.0,stable
241.83,18.79,0,2226.02,166.88,100.0,stable
137.63,30.58,1,1138.63,50.95,100.0,stable
268.56,16.12,0,2365.97,196.71,100.0,stable
234.62,20.08,0,2232.6,160.73,100.0,stable
220.18,22.09,0,2154.31,146.97,100.0,stable
156.33,34.64,0,1641.33,95.07,100.0,stable
269.2,12.31,0,1824.93,186.8,100.0,stable
299.67,32.96,0,5773.47,337.87,36.33,moderate
185.81,5.9,1,418.96,62.48,100.0,stable
336.86,20.45,1,4683.57,250.19,90.82,mild
346.28,23.57,0,5666.23,374.0,41.69,moderate
191.73,18.93,0,1409.15,105.15,100.0,stable
263.73,14.59,0,2070.52,185.22,100.0,stable
262.21,13.65,0,1917.34,180.57,100.0,stable
295.07,24.58,0,4278.51,276.92,100.0,stable
150.98,21.03,0,966.53,67.74,100.0,stable
275.13,22.6,1,3436.33,173.76,100.0,stable
124.38,18.52,0,580.55,43.93,100.0,stable
218.83,34.52,1,3206.14,139.37,100.0,stable
153.98,11.76,0,570.92,60.68,100.0,stable
258.28,26.88,0,3563.79,222.09,100.0,stable
155.78,11.44,0,568.93,61.86,100.0,stable
283.06,30.96,1,4869.43,217.14,81.53,mild
168.7,27.03,1,1528.21,71.27,100.0,stable
168.92,9.04,1,529.52,53.06,100.0,stable
244.12,24.71,1,2943.07,142.52,100.0,stable
176.03,24.49,1,1517.98,73.8,100.0,stable
175.63,29.47,0,1792.94,108.17,100.0,stable
161.93,26.44,0,1379.28,86.52,100.0,stable
317.53,18.47,0,3774.91,286.1,100.0,stable
221.27,12.5,0,1251.72,126.53,100.0,stable
144.11,31.86,1,1295.02,57.31,100.0,stable
115.99,19.58,0,532.76,38.93,100.0,stable
185.13,8.57,0,603.29,84.59,100.0,stable
106.08,26.05,1,583.77,27.63,100.0,stable
211.53,25.67,1,2289.89,109.06,100.0,stable
281.2,8.08,0,1312.42,194.22,100.0,stable
195.67,10.48,0,822.75,96.46,100.0,stable
245.23,32.23,1,3789.7,167.22,100.0,stable
324.83,25.5,0,5366.86,341.75,56.66,moderate
300.79,5.84,0,1087.43,218.22,100.0,stable
266.24,28.38,1,3980.57,182.38,100.0,stable
261.82,14.06,1,1967.04,135.82,100.0,stable
282.35,5.69,1,933.77,144.07,100.0,stable
191.89,12.04,0,907.35,94.58,100.0,stable
255.84,5.47,0,736.81,157.48,100.0,stable
285.07,26.25,0,4247.03,267.18,100.0,stable
130.92,15.48,1,540.48,34.71,100.0,stable
247.49,33.46,1,3990.09,174.55,100.0,stable
328.6,20.57,0,4482.08,318.15,100.0,stable
334.78,18.87,1,4282.75,240.19,100.0,stable
310.1,7.21,1,1425.98,175.8,100.0,stable
187.97,26.4,0,1856.16,116.51,100.0,stable
118.58,26.63,0,744.7,46.58,100.0,stable
225.91,34.7,0,3432.89,198.77,100.0,stable
152.21,27.63,0,1269.48,78.3,100.0,stable
294.85,11.32,0,2016.26,221.27,100.0,stable
331.17,18.3,0,4068.93,310.27,100.0,stable
307.96,33.16,1,6129.54,268.67,18.52,severe
346.06,34.35,0,7983.07,463.15,0.0,severe
160.6,18.1,0,946.79,72.71,100.0,stable
108.27,23.73,0,557.46,36.68,100.0,stable
205.38,32.82,0,2701.49,158.25,100.0,stable
131.55,24.91,1,861.35,41.56,100.0,stable
341.04,29.72,0,6812.21,409.92,0.0,severe
295.66,13.05,0,2332.73,227.63,100.0,stable
238.12,27.44,0,3086.78,190.88,100.0,stable
106.51,9.75,0,227.07,28.35,100.0,stable
351.46,15.55,0,3912.24,333.85,100.0,stable
313.72,27.63,0,5393.18,332.62,55.34,moderate
347.69,27.67,0,6633.29,408.89,0.0,severe
283.74,31.98,0,5038.47,297.0,73.08,mild
259.7,22.26,1,3017.96,153.82,100.0,stable
205.73,11.74,0,1017.06,108.29,100.0,stable
144.09,31.51,0,1282.26,75.87,100.0,stable
187.48,9.75,1,703.54,65.87,100.0,stable
343.72,15.88,0,3820.67,321.01,100.0,stable
195.56,27.86,0,2111.66,129.84,100.0,stable
347.79,8.6,0,2136.37,298.6,100.0,stable
342.57,20.37,1,4827.52,258.41,83.62,mild
320.18,10.47,0,2200.27,258.24,100.0,stable
161.63,13.99,0,746.08,68.95,100.0,stable
314.26,18.8,1,3760.17,211.38,100.0,stable
234.02,14.64,1,1635.44,109.46,100.0,stable
356.87,6.87,0,1799.19,309.56,100.0,stable
124.65,12.96,1,411.71,30.31,100.0,stable
331.41,12.56,0,2822.75,284.09,100.0,stable
339.82,25.12,0,5792.67,371.25,35.37,moderate
127.84,13.33,0,445.1,42.72,100.0,stable
313.35,27.28,0,5316.58,329.48,59.17,moderate
298.6,14.61,0,2656.94,237.5,100.0,stable
177.84,24.98,1,1577.84,76.04,100.0,stable
296.31,34.78,0,5916.76,342.46,29.16,severe
281.33,5.19,1,846.29,142.56,100.0,stable
324.22,22.84,0,4821.58,323.27,83.92,mild
199.32,26.97,1,2128.72,99.37,100.0,stable
268.8,10.49,0,1554.0,182.05,100.0,stable
149.63,28.91,0,1278.96,77.64,100.0,stable
248.71,6.2,1,788.77,112.18,100.0,stable
270.98,29.6,1,4285.68,193.65,100.0,stable
118.02,34.56,1,933.52,40.57,100.0,stable
248.63,21.78,0,2710.58,186.32,100.0,stable
175.85,6.38,1,405.79,56.16,100.0,stable
163.21,18.54,1,1000.47,56.75,100.0,stable
297.68,9.05,0,1646.94,219.76,100.0,stable
238.93,23.06,0,2642.53,176.31,100.0,stable
325.35,18.51,1,3971.23,225.43,100.0,stable
243.82,31.52,0,3672.59,217.29,100.0,stable
148.58,17.42,0,780.81,61.51,100.0,stable
321.13,18.65,0,3895.72,293.51,100.0,stable
139.46,15.06,0,596.95,52.16,100.0,stable
333.76,34.17,0,7392.73,429.33,0.0,severe
363.96,16.21,1,4368.21,271.34,100.0,stable
275.08,15.45,0,2382.47,204.21,100.0,stable
249.92,13.51,0,1723.81,163.71,100.0,stable
325.96,32.73,0,6787.83,397.88,0.0,severe
252.52,33.36,0,4143.19,241.82,100.0,stable
315.95,28.62,0,5649.99,344.15,42.5,moderate
111.51,32.6,0,791.6,46.44,100.0,stable
161.41,5.03,0,270.16,62.52,100.0,stable
201.42,26.08,0,2107.23,132.92,100.0,stable
353.38,34.84,0,8428.19,487.67,0.0,severe
326.35,34.84,0,7189.02,415.95,0.0,severe
348.34,25.53,0,6178.87,393.25,16.06,severe
311.17,8.23,1,1637.97,178.64,100.0,stable
317.4,28.83,0,5738.89,348.73,38.06,moderate
222.45,14.35,0,1449.32,131.31,100.0,stable
173.77,13.77,1,849.02,59.58,100.0,stable
308.04,18.22,1,3505.76,201.06,100.0,stable
182.83,16.07,0,1093.57,91.1,100.0,stable
186.53,10.16,0,725.26,87.33,100.0,stable
267.82,11.03,0,1621.51,181.91,100.0,stable
159.67,19.82,1,1021.15,55.57,100.0,stable
295.5,9.32,1,1671.59,162.88,100.0,stable
346.45,22.94,0,5527.0,369.8,48.65,moderate
121.61,11.39,1,345.23,28.26,100.0,stable
160.19,24.45,1,1254.95,61.06,100.0,stable
124.92,6.01,1,192.99,28.26,100.0,stable
155.25,13.58,1,668.88,47.43,100.0,stable
217.88,33.04,0,3057.98,178.87,100.0,stable
320.7,29.89,1,6056.76,272.84,22.16,severe
300.87,6.33,0,1178.55,219.1,100.0,stable
159.29,24.06,0,1221.98,79.88,100.0,stable
336.39,21.53,0,4906.14,339.41,79.69,mild
308.4,17.49,0,3377.54,265.36,100.0,stable
101.42,31.62,1,637.27,28.25,100.0,stable
231.36,11.33,0,1242.42,136.25,100.0,stable
233.69,30.25,0,3250.1,194.53,100.0,stable
185.22,6.52,1,460.28,62.37,100.0,stable
192.18,32.8,0,2363.82,138.49,100.0,stable
178.37,30.63,1,1915.41,85.67,100.0,stable
167.27,32.1,0,1756.78,103.46,100.0,stable
283.48,14.49,1,2375.99,160.26,100.0,stable
