speed_kmh,wing_angle_deg,drs_active,downforce_n,drag_n,stability_index
303.46,18.02,1,3365.82,194.44,100.0
130.2,26.8,1,903.18,42.26,100.0
270.64,9.21,0,1384.46,181.94,100.0
321.1,25.45,1,5235.16,250.22,63.24
253.0,24.0,1,3076.62,150.99,100.0
271.3,30.97,0,4475.01,266.04,100.0
221.47,14.17,1,1418.27,97.34,100.0
240.11,13.1,0,1543.8,150.23,100.0
109.11,25.45,0,604.49,38.52,100.0
269.33,10.84,1,1611.66,137.65,100.0
121.58,33.11,1,954.15,41.84,100.0
215.28,26.4,0,2434.97,152.83,100.0
177.55,26.49,0,1661.12,104.13,100.0
244.54,32.5,0,3796.55,222.91,100.0
135.36,21.72,0,801.17,55.15,100.0
283.29,33.49,0,5232.35,305.13,63.38
310.68,13.3,0,2623.58,252.23,100.0
143.29,15.78,0,659.72,55.69,100.0
127.64,28.6,0,921.43,56.14,100.0
138.56,23.01,0,886.62,59.23,100.0
332.44,21.88,1,4865.55,250.25,81.72
239.97,19.89,1,2314.68,125.68,100.0
223.82,23.53,1,2363.55,117.1,100.0
128.28,19.62,0,652.78,47.65,100.0
272.13,30.47,0,4436.92,264.99,100.0
330.02,19.63,0,4324.06,315.49,100.0
319.47,9.29,0,1946.04,253.74,100.0
265.9,12.61,1,1823.69,137.25,100.0
119.95,32.18,1,905.3,39.96,100.0
129.79,25.58,0,859.16,54.64,100.0
113.07,10.33,0,270.76,32.15,100.0
168.23,19.55,0,1119.25,81.86,100.0
135.95,23.91,0,885.11,58.02,100.0
168.91,20.89,0,1201.96,84.56,100.0
202.04,34.67,1,2743.37,119.16,100.0
349.89,20.42,0,5045.92,359.7,72.7
261.75,32.86,1,4391.97,192.91,100.0
321.27,30.3,1,6152.23,276.04,17.39
288.24,22.94,0,3825.92,255.98,100.0
129.81,16.64,0,570.01,46.35,100.0
295.02,34.92,0,5886.81,340.47,30.66
172.9,7.81,0,479.91,73.25,100.0
269.36,30.29,0,4324.02,258.69,100.0
190.35,23.8,1,1727.37,85.13,100.0
364.38,22.43,1,5985.42,303.82,25.73
169.84,34.83,0,1946.73,112.64,100.0
173.97,14.46,1,892.9,60.33,100.0
346.63,5.89,0,1457.54,289.91,100.0
106.53,27.47,1,618.59,28.67,100.0
284.62,7.79,0,1298.11,198.47,100.0
292.21,14.04,0,2446.93,225.51,100.0
321.64,34.94,0,7001.0,404.86,0.0
358.23,15.88,1,4148.49,261.48,100.0
358.53,19.25,0,5007.81,369.81,74.61
117.3,14.21,0,399.05,36.43,100.0
317.79,33.84,0,6644.2,386.63,0.0
271.27,13.14,1,1977.01,143.91,100.0
271.55,24.21,0,3572.94,232.86,100.0
134.01,7.17,0,264.81,43.76,100.0
272.3,6.68,1,1018.91,134.96,100.0
360.36,5.79,0,1548.79,313.11,100.0
341.63,31.48,0,7200.43,426.19,0.0
216.37,7.15,0,688.25,114.05,100.0
110.59,15.21,0,379.09,32.88,100.0
196.01,19.61,0,1523.17,111.23,100.0
318.99,16.86,0,3487.55,280.92,100.0
285.9,13.65,1,2278.74,160.99,100.0
221.73,28.48,0,2769.57,168.99,100.0
114.6,32.69,1,838.12,36.86,100.0
213.13,27.0,0,2436.63,151.59,100.0
224.29,6.67,0,690.71,122.09,100.0
346.07,23.93,0,5739.68,376.13,38.02
269.89,19.57,0,2882.37,210.74,100.0
182.59,34.47,0,2229.45,129.25,100.0
239.21,23.87,1,2736.28,134.64,100.0
117.5,9.63,1,272.89,25.84,100.0
357.73,8.57,0,2254.36,315.85,100.0
195.42,9.24,0,724.5,94.89,100.0
226.63,13.52,0,1418.74,134.64,100.0
194.15,28.4,0,2118.31,129.37,100.0
280.87,24.51,0,3867.3,250.59,100.0
275.49,21.3,1,3257.88,170.02,100.0
289.56,24.67,1,4134.42,200.36,100.0
171.06,28.89,1,1670.36,76.07,100.0
183.65,9.09,0,629.91,83.68,100.0
133.19,27.0,0,951.64,59.2,100.0
273.71,28.26,0,4191.48,256.42,100.0
110.55,33.95,0,806.3,46.89,100.0
258.39,32.7,1,4261.4,187.39,100.0
330.47,32.21,0,6877.39,404.69,0.0
336.07,27.76,0,6215.52,382.69,14.22
219.0,9.44,0,929.38,119.43,100.0
221.72,26.71,1,2610.68,122.33,100.0
120.4,20.16,1,590.38,31.8,100.0
277.75,14.72,0,2316.7,205.85,100.0
317.63,13.45,1,2771.78,198.14,100.0
164.83,23.73,0,1291.89,85.0,100.0
211.64,16.54,0,1506.34,123.0,100.0
322.29,18.99,0,3993.02,297.42,100.0
332.44,12.65,1,2860.62,214.66,100.0
164.44,16.75,0,920.86,74.52,100.0
245.9,19.23,0,2352.65,173.88,100.0
151.01,17.89,1,827.47,48.04,100.0
127.0,11.36,0,375.38,41.07,100.0
341.45,9.63,0,2304.6,290.92,100.0
317.43,34.06,1,6667.83,290.61,0.0
301.41,9.38,0,1749.23,226.08,100.0
112.92,9.34,0,244.61,31.72,100.0
323.59,32.87,0,6714.97,393.22,0.0
216.08,16.6,0,1576.33,128.35,100.0
190.73,6.33,1,474.12,66.04,100.0
244.82,17.75,1,2158.63,125.96,100.0
124.21,26.32,0,808.3,50.79,100.0
300.51,23.24,0,4210.04,279.85,100.0
254.35,22.87,1,2970.4,149.28,100.0
149.45,34.94,0,1511.15,87.39,100.0
149.88,17.84,1,812.97,47.28,100.0
148.83,10.95,1,497.02,42.09,100.0
115.11,17.1,0,460.43,36.73,100.0
255.77,27.46,1,3563.92,165.24,100.0
322.69,21.77,0,4562.1,313.73,96.9
104.64,19.71,0,436.38,31.76,100.0
112.99,17.22,0,446.45,35.45,100.0
251.78,34.19,1,4208.74,183.3,100.0
317.17,24.9,1,5004.79,241.51,74.76
186.59,27.1,0,1873.98,116.42,100.0
192.65,20.57,0,1540.47,109.35,100.0
258.03,21.31,1,2859.2,149.18,100.0
172.67,13.8,0,840.4,78.47,100.0
107.05,11.61,0,272.59,29.28,100.0
294.84,27.06,1,4672.65,217.84,91.37
265.8,6.76,0,982.45,171.57,100.0
253.9,34.17,1,4278.1,186.34,100.0
296.55,31.28,0,5395.14,319.86,55.24
278.94,28.94,1,4449.04,202.49,100.0
154.56,24.96,0,1191.15,76.56,100.0
193.41,24.55,0,1836.0,118.9,100.0
133.42,27.33,1,965.54,44.85,100.0
134.41,32.45,1,1145.5,50.46,100.0
279.19,20.54,0,3231.94,229.56,100.0
327.53,10.06,0,2213.78,268.96,100.0
355.12,7.59,1,1968.25,231.31,100.0
266.51,20.83,1,2983.61,157.7,100.0
148.79,24.54,1,1086.22,52.77,100.0
128.0,31.23,0,1003.64,59.53,100.0
315.41,32.15,0,6254.9,368.22,12.26
253.37,26.25,0,3354.85,211.05,100.0
263.85,32.24,0,4387.92,258.14,100.0
307.09,32.41,0,5971.79,350.87,26.41
286.37,13.85,0,2318.77,215.98,100.0
321.13,16.29,0,3417.76,282.04,100.0
114.9,29.96,1,778.88,35.06,100.0
298.09,34.63,0,5966.02,345.59,26.7
325.48,8.95,0,1946.72,262.44,100.0
175.83,30.39,0,1847.62,110.44,100.0
269.72,12.58,0,1871.56,188.21,100.0
183.25,22.92,0,1545.51,103.43,100.0
353.86,19.71,1,4989.57,272.4,75.52
108.86,25.19,0,595.85,38.15,100.0
253.65,31.78,0,4003.53,236.37,100.0
144.12,17.28,1,729.14,43.31,100.0
288.74,26.73,1,4430.12,207.53,100.0
146.61,21.27,0,921.2,64.16,100.0
162.38,21.09,0,1121.1,78.44,100.0
231.01,31.68,1,3311.26,146.75,100.0
342.43,28.77,0,6668.3,405.47,0.0
156.1,16.36,0,810.89,66.72,100.0
138.22,19.2,0,742.36,54.91,100.0
301.13,9.14,0,1700.95,225.08,100.0
232.66,5.75,0,640.81,130.49,100.0
341.62,17.55,0,4157.28,325.92,100.0
138.85,20.79,0,808.38,57.03,100.0
271.17,21.2,0,3141.71,219.21,100.0
161.71,34.72,1,1760.03,76.42,100.0
141.54,14.95,0,610.61,53.64,100.0
281.11,21.96,0,3491.1,238.95,100.0
257.33,20.64,0,2757.62,195.35,100.0
300.03,22.22,0,4022.73,273.58,100.0
182.01,29.95,1,1953.96,87.97,100.0
218.71,9.66,1,947.96,89.55,100.0
207.45,16.33,1,1430.02,88.34,100.0
360.78,21.52,0,5640.86,390.34,42.96
177.45,6.89,0,446.28,76.55,100.0
178.13,15.51,0,1002.51,85.7,100.0
193.96,16.44,1,1258.25,77.36,100.0
249.62,9.41,1,1204.13,116.34,100.0
166.87,33.49,1,1815.52,79.4,100.0
342.55,14.86,0,3554.58,313.74,100.0
170.41,24.11,0,1401.57,91.52,100.0
337.39,32.34,0,7194.38,422.93,0.0
127.42,19.28,0,633.36,46.73,100.0
273.99,7.75,0,1196.06,183.85,100.0
340.35,18.99,0,4454.29,331.72,100.0
144.72,12.61,1,540.2,40.66,100.0
356.61,26.17,0,6627.3,417.43,0.0
220.01,16.47,0,1621.38,132.77,100.0
350.61,30.45,1,7361.32,329.79,0.0
279.36,25.42,0,3958.35,252.38,100.0
179.92,32.31,1,2044.16,90.15,100.0
149.9,16.63,0,759.77,61.79,100.0
180.49,28.61,0,1842.87,112.27,100.0
124.65,29.49,0,903.63,54.51,100.0
138.13,6.75,0,264.82,46.33,100.0
127.74,10.65,1,356.17,30.89,100.0
212.08,27.15,1,2424.92,112.91,100.0
310.83,22.85,0,4431.82,297.13,100.0
137.47,9.66,1,374.81,35.38,100.0
134.53,27.34,1,982.11,45.61,100.0
270.51,29.22,1,4220.25,191.49,100.0
152.25,20.57,0,962.13,68.3,100.0
125.87,34.17,0,1051.44,61.06,100.0
144.21,14.77,0,626.64,55.54,100.0
344.79,27.87,0,6565.18,403.66,0.0
317.69,34.13,1,6691.04,291.5,0.0
193.83,7.41,0,572.5,91.73,100.0
273.79,25.28,1,3782.81,181.32,100.0
242.38,10.53,1,1268.33,111.07,100.0
279.44,10.38,0,1662.79,196.51,100.0
280.91,13.98,0,2253.01,208.24,100.0
266.61,28.9,1,4058.62,184.82,100.0
170.52,25.7,0,1489.88,94.55,100.0
110.34,28.66,1,689.78,31.5,100.0
220.73,5.24,0,525.48,117.05,100.0
336.11,12.66,0,2926.3,292.61,100.0
250.92,20.67,1,2626.28,139.4,100.0
320.58,21.51,0,4453.0,308.18,100.0
362.78,23.19,1,6123.04,305.58,18.85
143.36,18.71,0,779.08,58.56,100.0
283.32,18.29,0,2975.86,227.03,100.0
278.69,32.76,0,4966.23,291.04,76.69
359.69,25.31,1,6534.73,313.1,0.0
361.18,22.56,1,5912.94,299.25,29.35
281.97,6.99,0,1143.02,193.44,100.0
164.56,27.91,0,1497.71,92.03,100.0
311.62,28.62,0,5496.37,334.79,50.18
128.36,34.92,0,1114.43,64.45,100.0
306.89,11.43,0,2205.74,240.04,100.0
341.2,23.67,1,5522.16,272.83,48.89
201.45,18.24,0,1500.49,114.68,100.0
267.12,23.11,0,3308.75,220.55,100.0
213.99,25.58,1,2336.11,111.42,100.0
216.01,26.73,0,2479.83,154.88,100.0
182.25,14.63,0,991.31,88.5,100.0
301.96,26.69,0,4838.34,302.38,83.08
348.09,11.53,0,2861.38,309.19,100.0
349.3,5.08,0,1276.33,292.83,100.0
146.32,32.67,0,1365.55,80.08,100.0
331.81,31.2,1,6738.57,299.84,0.0
295.42,24.91,0,4343.51,279.41,100.0
167.0,28.76,1,1585.3,72.31,100.0
117.83,17.27,1,486.87,28.94,100.0
171.02,8.37,0,502.94,72.04,100.0
341.74,25.13,0,5858.92,375.47,32.05
267.79,26.43,1,3771.48,177.46,100.0
291.08,30.94,0,5146.87,306.06,67.66
168.15,13.76,1,794.57,55.78,100.0
290.64,29.53,1,4919.3,222.45,79.04
107.45,29.35,1,668.7,30.3,100.0
199.46,8.81,0,719.71,98.42,100.0
266.09,10.7,0,1552.93,178.84,100.0
138.72,12.24,0,482.01,49.56,100.0
318.1,20.07,0,4103.04,295.43,100.0
162.28,10.03,0,541.85,66.01,100.0
272.85,11.29,0,1721.65,189.41,100.0
207.38,11.56,1,1017.93,82.34,100.0
257.95,9.58,0,1308.31,165.94,100.0
128.47,6.95,1,236.1,30.11,100.0
104.48,12.32,0,275.2,28.14,100.0
341.03,16.79,1,3969.71,240.53,100.0
171.45,24.05,0,1415.42,92.54,100.0
317.21,6.83,1,1414.55,183.38,100.0
364.83,12.74,0,3468.72,345.12,100.0
156.03,16.77,0,830.04,67.11,100.0
170.27,16.54,0,975.08,79.61,100.0
275.66,31.33,0,4668.54,276.67,91.57
355.84,8.91,0,2317.14,313.57,100.0
342.69,9.0,0,2169.85,291.08,100.0
233.26,8.02,0,897.23,133.58,100.0
310.7,18.04,0,3532.27,271.88,100.0
135.97,5.81,1,221.04,33.44,100.0
359.02,6.39,0,1694.61,312.13,100.0
355.55,34.71,1,8506.13,369.37,0.0
143.39,14.33,1,601.25,40.9,100.0
179.35,21.63,0,1401.14,96.67,100.0
126.54,7.85,0,258.26,39.25,100.0
172.01,18.48,1,1108.28,62.98,100.0
316.23,18.37,1,3723.05,212.42,100.0
200.25,28.21,0,2239.5,137.1,100.0
123.43,31.25,1,933.82,41.53,100.0
190.69,15.55,1,1151.56,73.7,100.0
360.07,9.1,0,2422.44,321.69,100.0
266.87,12.01,1,1751.18,137.15,100.0
210.28,16.24,0,1461.3,120.84,100.0
144.13,9.03,1,385.44,38.63,100.0
361.34,9.23,1,2475.57,243.31,100.0
317.52,8.95,1,1853.03,187.33,100.0
174.59,10.9,0,681.24,77.18,100.0
118.57,14.2,1,407.47,27.91,100.0
115.01,24.99,0,660.25,42.41,100.0
131.9,19.2,0,676.16,50.01,100.0
253.9,21.81,0,2830.44,194.41,100.0
346.12,21.4,0,5165.64,358.5,66.72
231.64,34.02,1,3546.6,154.62,100.0
323.38,20.76,0,4379.05,309.19,100.0
218.16,22.46,0,2148.1,145.29,100.0
287.77,28.01,0,4595.0,282.01,95.25
293.95,24.26,0,4194.86,273.12,100.0
146.1,8.48,1,372.11,39.48,100.0
195.72,7.11,0,560.19,93.29,100.0
268.89,6.62,0,984.86,175.39,100.0
118.73,16.04,0,460.36,38.4,100.0
195.81,12.15,0,953.25,98.62,100.0
241.72,30.86,1,3540.69,158.03,100.0
364.0,31.81,0,8251.65,487.07,0.0
225.75,18.38,0,1899.16,144.39,100.0
316.26,20.43,1,4125.77,220.47,100.0
214.5,10.72,0,1011.21,116.25,100.0
311.04,7.23,0,1438.68,235.86,100.0
257.78,13.02,0,1768.56,172.97,100.0
334.95,12.49,0,2867.26,289.92,100.0
208.9,22.53,0,1975.91,133.41,100.0
260.14,14.33,0,1979.29,179.51,100.0
266.95,9.6,0,1403.81,177.76,100.0
210.61,32.78,1,2837.13,124.69,100.0
138.24,6.53,1,256.63,34.75,100.0
124.79,24.51,1,763.45,37.1,100.0
104.42,14.84,0,329.85,29.14,100.0
331.49,24.75,0,5434.59,350.65,53.27
162.67,18.45,0,989.48,75.05,100.0
156.05,34.3,0,1621.32,94.09,100.0
295.05,10.1,0,1802.91,218.35,100.0
184.8,9.69,0,679.49,85.28,100.0
234.1,13.77,0,1541.53,144.18,100.0
143.07,12.23,0,512.37,52.71,100.0
354.33,26.89,0,6708.92,418.05,0.0
325.67,20.31,1,4348.67,233.24,100.0
328.9,18.29,0,4010.36,305.96,100.0
207.8,17.51,1,1534.95,90.38,100.0
302.03,22.63,0,4147.84,279.41,100.0
138.13,34.8,1,1286.4,55.84,100.0
102.28,24.04,1,503.61,24.7,100.0
105.29,29.9,0,652.91,39.22,100.0
255.45,23.78,0,3108.58,204.33,100.0
220.68,29.78,0,2858.01,171.86,100.0
237.27,21.05,1,2389.02,125.52,100.0
101.98,7.73,1,165.18,19.1,100.0
212.01,17.43,1,1591.0,93.96,100.0
290.29,33.76,0,5532.29,322.09,48.39
217.31,28.24,0,2640.5,161.58,100.0
294.04,25.48,1,4395.29,209.96,100.0
161.75,9.77,1,524.38,49.04,100.0
315.48,7.53,0,1540.83,243.27,100.0
255.93,12.99,1,1739.39,127.82,100.0
155.85,27.19,0,1311.4,81.37,100.0
162.73,24.67,0,1306.16,84.39,100.0
266.43,6.96,0,1016.15,172.66,100.0
319.93,6.89,0,1450.45,248.83,100.0
210.14,14.13,1,1273.89,87.59,100.0
168.45,34.11,0,1880.05,109.22,100.0
329.76,9.46,0,2110.61,270.83,100.0
277.36,17.37,1,2713.52,160.64,100.0
218.74,23.82,0,2283.14,149.95,100.0
229.29,22.34,1,2360.96,120.1,100.0
154.13,15.98,0,772.65,64.64,100.0
266.1,11.33,0,1643.75,180.25,100.0
195.07,32.93,0,2444.09,143.06,100.0
363.85,6.28,0,1711.27,320.32,100.0
227.25,8.45,0,897.12,127.31,100.0
228.76,8.23,0,884.79,128.72,100.0
249.95,19.27,0,2435.63,179.78,100.0
342.94,25.84,0,6056.42,383.5,22.18
312.22,19.61,1,3865.14,211.67,100.0
219.55,25.32,0,2435.83,155.58,100.0
290.46,29.97,0,4979.3,298.85,76.04
255.35,5.92,0,794.23,157.36,100.0
230.48,33.49,0,3463.05,201.96,100.0
150.96,28.87,0,1299.94,78.96,100.0
222.94,10.84,0,1104.31,125.76,100.0
165.14,22.77,1,1246.98,62.81,100.0
342.43,19.41,0,4605.31,338.32,94.73
188.88,15.09,0,1097.52,95.74,100.0
352.35,32.59,1,7900.63,347.69,0.0
241.26,24.36,0,2836.21,184.33,100.0
267.36,18.08,0,2621.11,201.45,100.0
243.88,28.3,1,3331.18,152.78,100.0
134.29,17.53,1,641.59,37.76,100.0
199.59,34.35,0,2655.63,154.07,100.0
126.27,22.82,1,730.67,36.76,100.0
265.08,7.97,1,1151.81,129.33,100.0
218.42,22.37,0,2145.17,145.39,100.0
306.17,24.74,0,4635.41,299.11,93.23
158.42,9.62,0,495.54,62.62,100.0
143.61,27.42,0,1121.98,69.4,100.0
207.68,25.35,0,2181.4,139.27,100.0
345.55,7.03,1,1726.29,217.95,100.0
288.26,16.76,1,2830.54,171.75,100.0
211.01,33.4,0,2895.79,168.98,100.0
237.08,9.01,0,1039.98,139.33,100.0
122.32,20.01,0,604.89,43.63,100.0
360.91,28.35,0,7307.09,446.58,0.0
276.6,8.17,1,1285.33,141.07,100.0
175.63,29.47,0,1792.94,108.17,100.0
255.24,21.57,0,2829.34,195.55,100.0
129.01,16.65,0,563.32,45.79,100.0
355.95,8.24,0,2146.38,311.7,100.0
146.32,17.51,0,761.15,59.75,100.0
271.73,23.75,0,3513.11,231.07,100.0
165.05,27.58,1,1490.15,68.98,100.0
290.15,19.06,1,3248.25,181.03,100.0
305.86,19.92,0,3764.94,272.36,100.0
278.46,27.13,0,4177.82,259.43,100.0
262.84,16.74,1,2350.75,142.75,100.0
336.5,8.31,0,1933.89,278.76,100.0
120.84,31.51,0,901.72,53.36,100.0
187.69,32.3,1,2224.07,98.09,100.0
165.8,16.57,0,926.12,75.52,100.0
361.82,34.59,0,8781.59,508.78,0.0
203.19,16.85,1,1414.24,85.47,100.0
294.14,27.34,1,4695.1,218.03,90.25
281.45,20.12,0,3220.24,231.51,100.0
156.2,34.12,0,1616.91,93.93,100.0
163.33,32.64,0,1700.12,99.72,100.0
174.54,27.44,0,1658.65,102.56,100.0
208.95,33.78,0,2867.85,166.94,100.0
162.1,8.98,1,484.77,48.84,100.0
105.21,29.6,0,646.05,38.92,100.0
333.04,14.97,0,3385.2,297.07,100.0
355.89,28.85,1,7221.57,329.02,0.0
190.52,28.96,0,2076.4,125.98,100.0
189.7,25.9,1,1857.02,88.11,100.0
101.88,17.21,0,362.94,28.82,100.0
280.27,7.91,0,1276.82,192.64,100.0
318.74,27.66,0,5572.72,343.56,46.36
138.85,13.64,0,537.35,50.63,100.0
142.31,10.81,0,448.87,51.23,100.0
309.37,6.12,1,1204.73,173.48,100.0
263.32,30.28,0,4130.24,247.14,100.0
111.89,18.68,1,473.83,26.74,100.0
264.97,19.93,0,2828.24,204.48,100.0
181.86,22.54,1,1497.85,75.84,100.0
197.71,26.12,0,2033.5,128.18,100.0
303.98,19.02,1,3558.84,198.57,100.0
314.9,30.18,0,5889.3,352.74,30.54
206.09,25.29,1,2144.21,102.76,100.0
351.0,28.14,0,6865.44,420.65,0.0
207.71,10.76,0,951.3,109.05,100.0
304.54,30.81,0,5612.18,334.13,44.39
228.23,29.9,0,3067.48,184.24,100.0
337.85,27.8,0,6290.31,387.08,10.48
340.56,6.44,0,1536.78,280.96,100.0
123.17,30.8,0,917.66,54.64,100.0
348.17,17.72,0,4358.94,339.52,100.0
318.77,32.84,0,6510.35,381.33,0.0
309.7,10.02,1,1972.62,180.28,100.0
153.24,7.46,1,360.38,43.02,100.0
313.36,10.82,0,2177.72,248.38,100.0
325.29,5.55,0,1208.18,254.7,100.0
176.62,23.81,1,1488.19,73.31,100.0
352.35,6.28,1,1603.62,225.29,100.0
113.21,31.06,0,781.39,46.41,100.0
139.73,23.84,0,932.4,61.21,100.0
242.46,8.31,0,1004.08,144.72,100.0
252.59,7.41,0,972.77,155.78,100.0
270.96,13.84,1,2075.05,145.01,100.0
104.5,14.71,0,327.53,29.13,100.0
354.5,9.12,0,2354.25,311.89,100.0
111.82,10.12,0,259.59,31.37,100.0
137.91,25.17,0,955.71,61.2,100.0
103.71,19.52,0,424.71,31.1,100.0
250.22,22.61,0,2843.64,191.67,100.0
347.05,26.59,0,6370.3,398.68,6.49
276.48,29.23,0,4410.46,266.78,100.0
318.0,12.0,0,2483.74,259.62,100.0
103.52,27.82,0,590.94,36.36,100.0
243.63,7.99,0,974.28,145.68,100.0
221.78,6.62,0,669.57,119.32,100.0
232.23,20.26,1,2206.07,118.49,100.0
119.14,26.74,1,754.5,35.34,100.0
281.38,33.97,0,5226.43,303.89,63.68
233.35,17.78,1,1964.97,114.51,100.0
302.76,17.49,0,3254.96,255.74,100.0
228.6,22.98,1,2410.49,120.85,100.0
139.59,33.06,0,1255.94,73.45,100.0
271.79,25.58,0,3768.76,239.65,100.0
145.68,29.17,0,1222.06,73.97,100.0
331.18,20.56,0,4550.39,323.1,97.48
262.48,25.47,0,3500.32,223.01,100.0
141.66,8.58,0,353.65,49.53,100.0
355.02,18.75,0,4787.36,359.4,85.63
237.37,31.2,0,3448.29,204.59,100.0
119.32,9.88,1,288.76,26.72,100.0
266.11,28.72,1,4020.6,183.47,100.0
167.1,32.66,0,1780.51,104.42,100.0
312.98,32.54,0,6224.76,365.39,13.76
316.72,34.01,0,6629.98,385.39,0.0
359.42,10.3,1,2729.3,243.59,100.0
233.0,32.91,1,3484.47,153.0,100.0
220.56,26.16,0,2534.07,159.65,100.0
299.67,34.97,0,6081.94,351.66,20.9
135.1,33.06,0,1176.52,68.81,100.0
244.93,25.26,0,3024.54,193.39,100.0
244.76,32.34,0,3786.47,222.58,100.0
123.71,12.99,0,406.51,39.82,100.0
210.77,28.9,0,2536.49,154.0,100.0
326.12,20.77,0,4455.48,314.51,100.0
326.88,29.02,0,6124.9,371.35,18.75
126.3,31.97,0,998.01,58.83,100.0
124.04,26.38,1,807.8,38.04,100.0
169.61,21.6,0,1251.33,86.41,100.0
331.81,6.0,0,1359.51,265.85,100.0
134.16,20.94,0,760.18,53.4,100.0
290.8,10.64,1,1845.13,160.09,100.0
126.81,31.06,0,980.12,58.22,100.0
265.13,24.41,1,3432.5,167.14,100.0
194.36,12.4,1,958.66,73.13,100.0
309.06,16.82,1,3266.45,197.65,100.0
161.93,14.62,0,781.89,69.85,100.0
269.39,32.71,0,4633.18,271.63,93.34
162.46,33.22,0,1708.41,99.8,100.0
289.12,30.18,0,4964.55,297.35,76.77
331.52,14.97,0,3353.82,294.37,100.0
133.6,27.74,1,981.5,45.34,100.0
329.65,22.6,0,4933.19,332.6,78.34
257.3,14.56,0,1965.74,176.2,100.0
133.68,32.88,0,1146.39,67.13,100.0
213.3,18.53,0,1708.57,129.23,100.0
142.63,12.54,1,521.66,39.45,100.0
285.59,11.74,1,1961.18,156.53,100.0
301.1,24.42,0,4427.86,287.45,100.0
128.04,24.49,1,802.89,39.04,100.0
234.13,33.29,0,3554.97,207.58,100.0
315.88,8.43,0,1729.19,245.92,100.0
348.08,10.68,0,2653.97,305.99,100.0
236.08,11.52,1,1314.83,106.65,100.0
351.82,16.66,0,4192.06,340.56,100.0
241.96,20.47,1,2418.45,129.12,100.0
204.46,18.8,0,1591.64,119.3,100.0
324.77,32.63,1,6719.02,295.61,0.0
230.64,25.43,1,2699.26,129.05,100.0
225.05,29.1,0,2910.33,176.3,100.0
229.93,30.49,0,3169.64,189.27,100.0
324.4,20.56,0,4366.28,310.0,100.0
320.46,23.61,0,4860.03,320.54,82.0
206.93,14.52,0,1268.07,113.9,100.0
188.32,27.87,0,1959.03,120.44,100.0
230.36,24.75,0,2625.34,169.37,100.0
251.78,20.97,0,2681.16,188.2,100.0
163.16,12.19,0,663.89,68.51,100.0
310.4,31.46,0,5941.14,351.7,27.94
228.92,13.33,1,1427.37,102.75,100.0
188.52,19.98,0,1434.49,103.59,100.0
128.31,26.23,1,859.81,40.58,100.0
163.29,10.39,0,568.3,67.11,100.0
351.56,32.64,1,7876.12,346.48,0.0
180.85,8.51,0,571.95,80.67,100.0
144.75,27.53,0,1144.29,70.67,100.0
222.08,30.5,0,2957.37,176.58,100.0
181.38,24.23,0,1595.49,103.94,100.0
109.32,7.58,0,186.32,29.22,100.0
185.63,6.76,0,479.48,83.69,100.0
244.19,27.21,0,3221.34,199.82,100.0
246.2,25.76,1,3112.3,148.0,100.0
194.49,33.97,0,2497.2,145.2,100.0
218.54,30.51,1,2864.83,128.27,100.0
355.86,7.17,1,1868.75,231.44,100.0
200.0,16.44,0,1337.83,109.67,100.0
168.43,23.13,0,1316.58,87.72,100.0
164.52,8.13,0,452.38,66.52,100.0
221.31,12.17,0,1219.62,126.02,100.0
301.27,9.31,1,1735.77,169.29,100.0
154.59,23.07,0,1106.61,73.82,100.0
287.96,26.25,1,4332.94,204.45,100.0
105.6,10.48,1,239.64,21.07,100.0
211.02,30.8,1,2693.59,120.29,100.0
305.6,13.64,0,2603.09,245.26,100.0
189.76,30.92,0,2186.27,130.03,100.0
249.39,24.78,1,3080.35,148.96,100.0
154.32,25.84,0,1226.52,77.66,100.0
296.63,15.75,1,2821.05,178.91,100.0
113.85,30.83,0,785.02,46.73,100.0
325.92,23.77,0,5059.28,332.59,72.04
152.52,19.05,1,897.1,50.01,100.0
331.72,10.84,0,2445.91,278.42,100.0
193.42,6.89,1,530.36,68.21,100.0
291.51,33.86,0,5593.73,325.46,45.31
184.59,34.11,0,2257.52,131.16,100.0
340.07,21.38,1,4981.29,259.44,75.94
133.56,17.49,0,633.55,49.77,100.0
147.31,29.51,0,1262.75,76.15,100.0
230.65,17.22,0,1860.59,147.75,100.0
121.71,18.02,0,541.44,41.71,100.0
151.93,31.89,0,1440.96,85.0,100.0
350.1,14.73,0,3682.22,327.09,100.0
358.77,12.89,0,3391.66,334.42,100.0
199.71,33.3,0,2587.09,151.06,100.0
344.67,7.49,0,1828.89,290.26,100.0
244.38,8.8,0,1079.53,147.73,100.0
171.48,19.42,0,1155.11,84.85,100.0
286.14,34.11,0,5424.65,315.15,53.77
274.61,32.23,0,4751.43,279.55,87.43
362.12,28.92,0,7491.31,454.75,0.0
170.24,25.35,1,1465.88,70.19,100.0
278.1,22.12,1,3440.82,175.93,100.0
113.79,22.53,0,586.03,39.58,100.0
130.12,23.59,0,800.56,52.82,100.0
101.04,11.34,0,237.24,25.99,100.0
364.86,5.69,0,1558.37,320.75,100.0
312.6,12.27,1,2453.66,188.83,100.0
308.48,29.01,0,5453.16,330.66,52.34
235.08,6.01,0,683.81,133.45,100.0
179.52,27.93,0,1783.29,109.56,100.0
140.09,22.01,1,869.03,44.55,100.0
175.44,23.27,0,1436.59,95.43,100.0
199.63,9.06,0,741.61,98.85,100.0
